pname,pdesc,Upc,Sku,Price,Uom,Pack,pcat,pcat1,pcat2,country,region
JACK'S ABBY - COPPER LEGEND                                 ,JACK'S ABBY - COPPER LEGEND,662425083916   ,13397,11.79,16 OZ,1,CRAFT / MICRO            , , , , 
JACK'S ABBY - HOUSE LAGER                                   ,JACK'S ABBY - HOUSE LAGER,662425083930   ,13398,17.99,12 OZ,1,CRAFT / MICRO            , , , , 
JACK'S ABBY - BLOOD ORANGE WHEAT                            ,JACK'S ABBY - BLOOD ORANGE WHEAT,662425086252   ,13401,19.39,12 OZ,1,CRAFT / MICRO            , , , , 
JACK'S ABBY - POST SHIFT PILSN                              ,JACK'S ABBY - POST SHIFT PILSN,662425087860   ,13402,18.39,12 OZ,1,CRAFT / MICRO            , , , , 
JACK'S ABBY - SHIP OUT OF BOST                              ,JACK'S ABBY - SHIP OUT OF BOST,662425097821   ,13408,12.79,16 OZ,1,CRAFT / MICRO            , , , , 
CLONTARF IRISH WHISKY                                       ,CLONTARF IRISH WHISKY,663881000370   ,13419,18.99,750 M,1,IRISH WHISKEY            , , , , 
CLONTARF IRISH WHISKY                                       ,CLONTARF IRISH WHISKY,663881001148   ,13422,29.99,1.75 ,1,IRISH WHISKEY            , , , , 
CABO WABO DIABLO                                            ,CABO WABO DIABLO,664804001085   ,13424,24.99,750 M,1,TEQUILA                  , , , , 
ESPOLON BLANCO                                              ,ESPOLON BLANCO,664804001351   ,13425,52.99,1.75 ,1,TEQUILA                  , , , , 
TALBOTT KALI HART CHARDONNAY                                ,TALBOTT KALI HART CHARDONNAY,666262926511   ,13426,5.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
DECOY SELTZER - SAUV BLANC                                  ,DECOY SELTZER - SAUV BLANC,669576017043   ,13430,9.99,8.4 O,1,WINE SELTZER             , , , , 
DECOY SELTZER - ROSE                                        ,DECOY SELTZER - ROSE,669576017050   ,13431,9.99,8.4 O,1,WINE SELTZER             , , , , 
DECOY SELTZER - CHARD ORANGE                                ,DECOY SELTZER - CHARD ORANGE,669576017067   ,13432,9.99,8.4 O,1,WINE SELTZER             , , , , 
DECOY SELTZER - CHARD                                       ,DECOY SELTZER - CHARD,669576017074   ,13433,9.99,8.4 O,1,WINE SELTZER             , , , , 
DUCKHORN THREE PALMS MERLOT                                 ,DUCKHORN THREE PALMS MERLOT,669576018521   ,13434,119.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
DECOY - PINOT NOIR                                          ,DECOY - PINOT NOIR,669576019221   ,13435,19.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
DECOY - MERLOT                                              ,DECOY - MERLOT,669576019252   ,13437,19.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
DECOY - CABERNET                                            ,DECOY - CABERNET,669576019269   ,13438,19.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
DUCKHORN NAPA MERLOT                                        ,DUCKHORN NAPA MERLOT,669576019283   ,13439,59.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
DUCKHORN - NAPA CABERNET                                    ,DUCKHORN - NAPA CABERNET,669576019344   ,13440,79.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
CISCO - WHALE'S TALE PALE ALE                               ,CISCO - WHALE'S TALE PALE ALE,670822116120   ,13442,18.39,12 OZ,1,CRAFT / MICRO            , , , , 
NANTUCKET - BLUE                                            ,NANTUCKET - BLUE,670822140248   ,13443,9.97,12 OZ,1,RTD COCKTAILS            , , , , 
NANTUCKET - CRANBERRY                                       ,NANTUCKET - CRANBERRY,670822140347   ,13444,9.97,12 OZ,1,RTD COCKTAILS            , , , , 
CISCO - WANDERING HAZE                                      ,CISCO - WANDERING HAZE,670822432121   ,13446,18.39,12 OZ,1,CRAFT / MICRO            , , , , 
ROMANA SAMBVCA                                              ,ROMANA SAMBVCA,67220097       ,13450,14.99,375 M,1,PINTS                    , , , , 
SALVALAI - PINOT GRIGIO                                     ,SALVALAI - PINOT GRIGIO,672502305701   ,13460,10.97,750 M,1,IMPORTED - ITALY         , , , , 
DON JULIO - BLANCO                                          ,DON JULIO - BLANCO,674545000001   ,13462,49.99,750 M,1,TEQUILA                  , , , , 
DON JULIO - ANEJO                                           ,DON JULIO - ANEJO,674545000063   ,13464,59.99,750 M,1,TEQUILA                  , , , , 
DON JULIO 1942                                              ,DON JULIO 1942,674545000322   ,13466,169.99,750 M,1,TEQUILA                  , , , , 
DON JULIO - REPOSADO                                        ,DON JULIO - REPOSADO,674545000414   ,13467,54.99,750 M,1,TEQUILA                  , , , , 
DON JULIO BLANCO                                            ,DON JULIO BLANCO,674545000599   ,13468,24.99,375 M,1,TEQUILA                  , , , , 
DON JULIO REPOSADO                                          ,DON JULIO REPOSADO,674545000605   ,13469,39.99,375 M,1,TEQUILA                  , , , , 
DON JULIO - 70TH CLARO ANEJO                                ,DON JULIO - 70TH CLARO ANEJO,674545000827   ,13470,79.99,750 M,1,TEQUILA                  , , , , 
HOFBRAU - OKTOBERFESTBIER                                   ,HOFBRAU - OKTOBERFESTBIER,675747014285   ,13472,12.69,12 OZ,1,IMPORTED                 , , , , 
WILLET BOURBON WHISKEY                                      ,WILLET BOURBON WHISKEY,680203019353   ,13478,49.99,750 M,1,BOURBON WHISKEY          , , , , 
GREATER GOOD - PULP DADDY                                   ,GREATER GOOD - PULP DADDY,680243994573   ,13482,17.79,16 OZ,1,CRAFT / MICRO            , , , , 
GREATER GOOD - VIBES                                        ,GREATER GOOD - VIBES,680243994665   ,13484,17.79,16 OZ,1,CRAFT / MICRO            , , , , 
WIDOWMAKER - BLUE COMET                                     ,WIDOWMAKER - BLUE COMET,680270851481   ,13486,19.79,16 OZ,1,CRAFT / MICRO            , , , , 
SYLTBAR - PROSECCO                                          ,SYLTBAR - PROSECCO,684688200008   ,13494,21.99,750 M,1,IMPORTED - ITALY         , , , , 
FABRIZIA - HAND SANITIZER                                   ,FABRIZIA - HAND SANITIZER,686091738024   ,13498,6.99,200 M,1,GENERAL ITEMS            , , , , 
KIM CRAWFORD SAUVIGNON BLANC                                ,KIM CRAWFORD SAUVIGNON BLANC,689352009611   ,13501,12.97,750 M,1,IMPORTED - NEW ZEALAND   , , , , 
KIM CRAWFORD - ILLIUM SB                                    ,KIM CRAWFORD - ILLIUM SB,689352010082   ,13502,16.99,750 M,1,IMPORTED - NEW ZEALAND   , , , , 
MACANUDO - CRYSTAL CAFE                                     ,MACANUDO - CRYSTAL CAFE,689674020868   ,13506,14.99,EACH ,1,HUMIDOR CIGAR            , , , , 
MACANUDO - HAMPTON COURT CAFE                               ,MACANUDO - HAMPTON COURT CAFE,689674014744   ,13507,14.99,EACH ,1,HUMIDOR CIGAR            , , , , 
PARTAGAS - BLK LBL CLASSICO                                 ,PARTAGAS - BLK LBL CLASSICO,689674022893   ,13511,220,EACH ,1,HUMIDOR CIGAR            , , , , 
RHUM BARBANCOURT 8 STAR                                     ,RHUM BARBANCOURT 8 STAR,689768873318   ,13522,29.99,750 M,1,RUM                      , , , , 
ECONOMY LIGHTERS                                            ,ECONOMY LIGHTERS,6945794710282  ,13527,0.94,EACH ,1,LIGHTERS                 , , , , 
PIERRE FERRAND - PINEAU DES CH                              ,PIERRE FERRAND - PINEAU DES CH,695521121602   ,13531,34.99,750 M,1,IMPORTED - FRANCE        , , , , 
CANNED HEAT - CLICKAH                                       ,CANNED HEAT - CLICKAH,696527968888   ,13533,21.79,16 OZ,1,CRAFT / MICRO            , , , , 
NSB - WHIRLPOOL                                             ,NSB - WHIRLPOOL,696859292309   ,13534,16.79,16 OZ,1,CRAFT / MICRO            , , , , 
NSB - SANTILLI                                              ,NSB - SANTILLI,696859292392   ,13535,15.99,16 OZ,1,CRAFT / MICRO            , , , , 
NSB - THE 87                                                ,NSB - THE 87,696859292422   ,13536,17.99,16 OZ,1,CRAFT / MICRO            , , , , 
RON ZACAPA CENTENARIO 23YR                                  ,RON ZACAPA CENTENARIO 23YR,699013000550   ,13539,54.99,750 M,1,RUM                      , , , , 
SEA DOG - BLUE PAW CN                                       ,SEA DOG - BLUE PAW CN,700445070131   ,13543,19.39,12 OZ,1,CRAFT / MICRO            , , , , 
WORMTOWN BE HOPPY                                           ,WORMTOWN BE HOPPY,700900060325   ,13547,14.69,12 OZ,1,CRAFT / MICRO            , , , , 
CHAMPY - BRUT                                               ,CHAMPY - BRUT,703341506247   ,13550,17.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
MAINE BEER COM - LUNCH IPA                                  ,MAINE BEER COM - LUNCH IPA,705105321660   ,13553,8.95,20 OZ,1,CRAFT / MICRO            , , , , 
FROST - LITTLE LUSH IPA                                     ,FROST - LITTLE LUSH IPA,711583568602   ,13566,15.99,16 OZ,1,CRAFT / MICRO            , , , , 
FROST - LUSH DOUBLE IPA                                     ,FROST - LUSH DOUBLE IPA,711583568879   ,13572,17.99,16 OZ,1,CRAFT / MICRO            , , , , 
SHOVEL TOWN - FLYAWAY                                       ,SHOVEL TOWN - FLYAWAY,712804977098   ,13575,18.79,16 OZ,1,CRAFT / MICRO            , , , , 
SHOVEL TOWN - CRUNCH                                        ,SHOVEL TOWN - CRUNCH,712804977197   ,13579,18.79,16 OZ,1,CRAFT / MICRO            , , , , 
SHOVEL TOWN - PILLOW FACTORY                                ,SHOVEL TOWN - PILLOW FACTORY,712804977289   ,13580,19.79,16 OZ,1,CRAFT / MICRO            , , , , 
SHOVEL TOWN - PUMPKIN                                       ,SHOVEL TOWN - PUMPKIN,712804977302   ,13581,17.99,16 OZ,1,CRAFT / MICRO            , , , , 
RAW CONE                                                    ,RAW CONE,716165177111   ,13590,2.82,PK   ,1,ROLLING PAPERS           , , , , 
HESS SELECT - TREO RED BLEND                                ,HESS SELECT - TREO RED BLEND,717888500224   ,13592,17.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
HESS SELECT CHARDONNAY                                      ,HESS SELECT CHARDONNAY,717888520024   ,13594,13.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
FLAMING LEPRECHAUN - VODKA                                  ,FLAMING LEPRECHAUN - VODKA,718117398803   ,13596,9.99,750 M,1,VODKA                    , , , , 
FLAMING LEPRECHAUN - GIN                                    ,FLAMING LEPRECHAUN - GIN,718117398810   ,13597,9.99,750 M,1,GIN                      , , , , 
LONG TRAIL - VT IPA                                         ,LONG TRAIL - VT IPA,719256001999   ,13607,17.99,12 OZ,1,CRAFT / MICRO            , , , , 
SIPSMITH LONDON DRY GIN                                     ,SIPSMITH LONDON DRY GIN,720815270039   ,13613,39.99,750 M,1,GIN                      , , , , 
GOSSET BRUT                                                 ,GOSSET BRUT,720815290228   ,13614,24.99,375 M,1,PINTS                    , , , , 
CABO WABO REPOSADO                                          ,CABO WABO REPOSADO,720815910133   ,13615,49.99,750 M,1,TEQUILA                  , , , , 
CABO WABO ANEJO                                             ,CABO WABO ANEJO,720815910539   ,13616,59.99,750 M,1,TEQUILA                  , , , , 
TEMPLETON RYE 10 YRS AGED                                   ,TEMPLETON RYE 10 YRS AGED,720815920330   ,13619,169.99,750 M,1,RYE WHISKEY              , , , , 
SEAGRAMS VODKA                                              ,SEAGRAMS VODKA,720815986046   ,13621,15.99,1.75 ,1,VODKA                    , , , , 
SEAGRAMS VODKA                                              ,SEAGRAMS VODKA,720815986602   ,13623,10,50 ML,1,VODKA                    , , , , 
WRAY & NEPHEW WHITE                                         ,WRAY & NEPHEW WHITE,721059000635   ,13628,26.99,750 M,1,RUM                      , , , , 
WRAY & NEPHEW WHITE                                         ,WRAY & NEPHEW WHITE,721059000666   ,13630,12.99,375 M,1,PINTS                    , , , , 
APEROL                                                      ,APEROL,721059001311   ,13632,29.99,750 M,1,LIQUEUR                  , , , , 
APPLETON ESTATE VX                                          ,APPLETON ESTATE VX,721059001502   ,13633,17.99,750 M,1,RUM                      , , , , 
ESPOLON ANEJO                                               ,ESPOLON ANEJO,721059001960   ,13638,44.99,750 M,1,TEQUILA                  , , , , 
WILD TURKEY - LONGBRANCH                                    ,WILD TURKEY - LONGBRANCH,721059002844   ,13642,38.99,750 M,1,BOURBON WHISKEY          , , , , 
SKYY VODKA                                                  ,SKYY VODKA,721059017503   ,13646,23.99,1.75 ,1,VODKA                    , , , , 
CAMPARI                                                     ,CAMPARI,721059047500   ,13647,39.99,750 M,1,LIQUEUR                  , , , , 
TULLAMORE DEW IRISH WHISKY                                  ,TULLAMORE DEW IRISH WHISKY,721059481755   ,13648,49.99,1.75 ,1,IRISH WHISKEY            , , , , 
TULLAMORE DEW IRISH WHISKEY                                 ,TULLAMORE DEW IRISH WHISKEY,721059487504   ,13649,29.99,750 M,1,IRISH WHISKEY            , , , , 
SKYY CITRUS                                                 ,SKYY CITRUS,721059621755   ,13650,24.99,1.75 ,1,VODKA                    , , , , 
ESPOLON BLANCO                                              ,ESPOLON BLANCO,721059707503   ,13653,26.99,750 M,1,TEQUILA                  , , , , 
ESPOLON REPOSADO                                            ,ESPOLON REPOSADO,721059707510   ,13654,29.99,750 M,1,TEQUILA                  , , , , 
CABO WABO BLANCO                                            ,CABO WABO BLANCO,721059747592   ,13655,39.99,750 M,1,TEQUILA                  , , , , 
WILD TURKEY AMERICAN HONEY                                  ,WILD TURKEY AMERICAN HONEY,721059813754   ,13656,13.99,375 M,1,PINTS                    , , , , 
WILD TURKEY AMERICAN HONEY                                  ,WILD TURKEY AMERICAN HONEY,721059815000   ,13657,2.25,50 ML,1,NIPS                     , , , , 
WILD TURKEY AMERICAN HONEY                                  ,WILD TURKEY AMERICAN HONEY,721059817509   ,13658,24.99,750 M,1,BOURBON WHISKEY          , , , , 
SKYY BLOOD ORANGE                                           ,SKYY BLOOD ORANGE,721059831758   ,13659,24.99,1.75 ,1,VODKA                    , , , , 
WILD TURKEY 81                                              ,WILD TURKEY 81,721059840507   ,13661,2.5,50 ML,1,NIPS                     , , , , 
WILD TURKEY 81                                              ,WILD TURKEY 81,721059841757   ,13662,32.99,1.75 ,1,BOURBON WHISKEY          , , , , 
WILD TURKEY 81                                              ,WILD TURKEY 81,721059847506   ,13663,24.99,750 M,1,BOURBON WHISKEY          , , , , 
WILD TURKEY 101                                             ,WILD TURKEY 101,721059891752   ,13664,41.99,1.75 ,1,BOURBON WHISKEY          , , , , 
WILD TURKEY 101                                             ,WILD TURKEY 101,721059895002   ,13665,3.99,50 ML,1,NIPS                     , , , , 
WILD TURKEY 101                                             ,WILD TURKEY 101,721059897501   ,13666,28.99,750 M,1,BOURBON WHISKEY          , , , , 
FRANGELICO                                                  ,FRANGELICO,721059983754   ,13667,19.99,375 M,1,PINTS                    , , , , 
FRANGELICO                                                  ,FRANGELICO,721059987509   ,13668,39.99,750 M,1,LIQUEUR                  , , , , 
GOSLINGS 151                                                ,GOSLINGS 151,721094199158   ,13670,23.99,750 M,1,RUM                      , , , , 
GOSLING'S BLACK SEAL                                        ,GOSLING'S BLACK SEAL,721094199219   ,13671,22.99,750 M,1,RUM                      , , , , 
GOSLINGS GOLD SEAL                                          ,GOSLINGS GOLD SEAL,721094199455   ,13672,23.99,750 M,1,RUM                      , , , , 
GOSLING'S GINGER BEER                                       ,GOSLING'S GINGER BEER,721094199707   ,13673,7.69,12 OZ,1,NON - ALCOHOL MIXER      , , , , 
